SEP=;
active;ref.owner_id;ref.report_id;ref.state;ref.version;report.additional_notes;report.condition.abandoned_body_pits;report.condition.abandoned_egg_cavities;report.condition.accretion.0.storm_name;report.condition.accretion.0.timestamp_ms;report.condition.actively_record_events;report.condition.additional_hatch_timestamp_ms;report.condition.describe_control_methods;report.condition.disorientation;report.condition.eggs_damaged_by_another_turtle;report.condition.eggs_scattered_by_another;report.condition.eggs_scattered_by_another_timestamp_ms;report.condition.ghost_damage_10_or_less;report.condition.hatch_timestamp_ms;report.condition.inundated_event.0.storm_name;report.condition.inundated_event.0.timestamp_ms;report.condition.inundated_event.1.storm_name;report.condition.inundated_event.1.timestamp_ms;report.condition.inundated_event.2.storm_name;report.condition.inundated_event.2.timestamp_ms;report.condition.nest_depredated;report.condition.nest_dug_into;report.condition.nest_inundated;report.condition.nest_inundated_timestamp_ms;report.condition.no_digging;report.condition.partial_washout.storm_name;report.condition.partial_washout.timestamp_ms;report.condition.poached;report.condition.poached_eggs_removed;report.condition.poached_timestamp_ms;report.condition.post_hatch_washout;report.condition.preditation.0.number_of_eggs;report.condition.preditation.0.predator;report.condition.preditation.0.predator_spinner_text;report.condition.preditation.0.timestamp_ms;report.condition.prop_events_recorded;report.condition.roots_invaded_eggshells;report.condition.storm_impact.other_impact;report.condition.storm_impact.storm_name;report.condition.storm_impact.timestamp_ms;report.condition.vandalism_type;report.condition.vandalized;report.condition.vandalized_timestamp_ms;report.condition.wash_out.storm_name;report.condition.wash_out.timestamp_ms;report.condition.wash_over.0.storm_name;report.condition.wash_over.0.timestamp_ms;report.condition.wash_over.1.storm_name;report.condition.wash_over.1.timestamp_ms;report.condition.wash_over.10.storm_name;report.condition.wash_over.10.timestamp_ms;report.condition.wash_over.2.storm_name;report.condition.wash_over.2.timestamp_ms;report.condition.wash_over.3.storm_name;report.condition.wash_over.3.timestamp_ms;report.condition.wash_over.4.storm_name;report.condition.wash_over.4.timestamp_ms;report.condition.wash_over.5.storm_name;report.condition.wash_over.5.timestamp_ms;report.condition.wash_over.6.storm_name;report.condition.wash_over.6.timestamp_ms;report.condition.wash_over.7.storm_name;report.condition.wash_over.7.timestamp_ms;report.condition.wash_over.8.storm_name;report.condition.wash_over.8.timestamp_ms;report.condition.wash_over.9.storm_name;report.condition.wash_over.9.timestamp_ms;report.false_crawl_number;report.image.1;report.image.2;report.image.3;report.image.4;report.image.5;report.image.6;report.image.7;report.image.8;report.intervention.adopted;report.intervention.adoptee;report.intervention.excavation.dead_in_nest;report.intervention.excavation.dead_pipped;report.intervention.excavation.eggs_destroyed;report.intervention.excavation.excavated;report.intervention.excavation.failure_other;report.intervention.excavation.failure_reason;report.intervention.excavation.hatched_shells;report.intervention.excavation.live_in_nest;report.intervention.excavation.live_pipped;report.intervention.excavation.timestamp_ms;report.intervention.excavation.whole_unhatched;report.intervention.protection_event.reason;report.intervention.protection_event.timestamp_ms;report.intervention.protection_event.type;report.intervention.relocation.coordinates.lat;report.intervention.relocation.coordinates.long;report.intervention.relocation.eggs_destroyed;report.intervention.relocation.eggs_relocated;report.intervention.relocation.new_address;report.intervention.relocation.reason;report.intervention.relocation.timestamp_ms;report.intervention.relocation.was_relocated;report.location.apex_to_barrier_ft;report.location.apex_to_barrier_in;report.location.city;report.location.coordinates.lat;report.location.coordinates.long;report.location.details;report.location.escarpment_over_18_inches;report.location.in_cortez_groin_replacement_area;report.location.obstructions.escarpment;report.location.obstructions.furniture;report.location.obstructions.other;report.location.obstructions.seawall_rocks;report.location.placement;report.location.section;report.location.street_address;report.location.triangulation.north.lat;report.location.triangulation.north.long;report.location.triangulation.north_ft;report.location.triangulation.north_in;report.location.triangulation.south.lat;report.location.triangulation.south.long;report.location.triangulation.south_ft;report.location.triangulation.south_in;report.location.water_to_apex_ft;report.location.water_to_apex_in;report.nest_number;report.nest_seaward_of_armoring_structure;report.observers;report.possible_false_crawl;report.possible_false_crawl_number;report.species;report.species_other;report.status;report.timestamp_found_ms;report.type_of_structure;report.within_3_feet_of_structure
NO;section8@islandturtlewatch.com;229;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;58;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;165;0;BB;27.464039;-82.69916537;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;302 GulfDr S ;0.0;0.0;0;0;0.0;0.0;0;0;21;0;0;NO;Carole ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469160000000;;NO
NO;section8@islandturtlewatch.com;230;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;59;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;150;0;BB;27.46339116;-82.69859847;;NO;NO;NO;NO;the tzzz, I 5hhyyttnt5tttyttwtntttthwrwbrttbtbttttbrwhfre XDA;NO;OPEN_BEACH;0;401gulf Dr South ;0.0;0.0;0;0;0.0;0.0;0;0;42;0;0;NO;Carole ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469160000000;;NO
NO;section8@islandturtlewatch.com;231;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;60;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;95;0;BB;27.46141831;-82.69805174;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;701 GulfDr South ;0.0;0.0;0;0;0.0;0.0;0;0;38;0;0;NO;Carole ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469160000000;;NO
NO;section8@islandturtlewatch.com;232;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;61;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;115;0;BB;27.46088018;-82.6979295;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;801 GulfDr we 2;0.0;0.0;0;0;0.0;0.0;0;0;21;0;0;NO;Carole ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469160000000;;NO
NO;section8@islandturtlewatch.com;233;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;62;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;60;0;BB;27.46052928;-82.69770776;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;9th St South ;0.0;0.0;0;0;0.0;0.0;0;0;28;0;0;NO;Carole ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469160000000;;NO
NO;section8@islandturtlewatch.com;234;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;63;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;155;0;BB;27.46751337;-82.70031571;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;303gulf dr north;0.0;0.0;0;0;0.0;0.0;0;0;5;0;0;NO;Carole;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469764800000;;NO
NO;section8@islandturtlewatch.com;235;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;64;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;175;0;BB;27.46515131;-82.6996452;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;Moose;0.0;0.0;0;0;0.0;0.0;0;0;6;0;0;NO;Carole;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469764800000;;NO
NO;section8@islandturtlewatch.com;237;ACTIVE;4;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;65;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;136;0;BB;27.46135747;-82.69824786;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;703 Gulf Dr South;0.0;0.0;0;0;0.0;0.0;0;0;8;0;0;NO;Carole;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469764800000;;NO
NO;section8@islandturtlewatch.com;238;ACTIVE;7;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;Hermione;1472702400000;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;NO;;EGGS_NOT_FOUND;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;22;0;BB;27.46779792;-82.70014626;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;401 Gulf Dr N;0.0;0.0;0;0;0.0;0.0;0;0;150;0;21;NO;Carole;NO;0;LOGGERHEAD;;NEST_NOT_VERIFIED;1469764800000;;NO
NO;section8@islandturtlewatch.com;239;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;66;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;185;0;BB;27.46525533;-82.6996058;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;North end of Moose;0.0;0.0;0;0;0.0;0.0;0;0;11;0;0;NO;Kathy;NO;0;LOGGERHEAD;;FALSE_CRAWL;1469851200000;;NO
NO;section8@islandturtlewatch.com;240;ACTIVE;18;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1470110400000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;NO;could not find Nest _1 hatchlings to water  apox 70 hatchlings to water by #of tracks;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;BB;27.46240056;-82.69807115;;NO;NO;NO;NO;;NO;UNSET_PLACEMENT;0; 6th st s walk over;0.0;0.0;0;0;0.0;0.0;0;0;186;0;22;NO;Denise;NO;0;LOGGERHEAD;;UNKNOWN;1465358400000;;NO
NO;section8@islandturtlewatch.com;241;ACTIVE;6;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;hermione;1472702400000;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/241/2dd3fdfb-636b-44bb-a3ab-be77792ba8e6.jpg;;;;;;;;NO;;0;0;0;NO;Washout from TS Hermione (hurricane) on 09/01/2016;OTHER;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;175;0;BB;27.4635563;-82.69846094;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;401 Gulf Dr South;0.0;0.0;0;0;0.0;0.0;0;0;108;0;23;NO;Bernie;NO;0;LOGGERHEAD;;NEST_VERIFIED;1470628800000;;NO
NO;section8@islandturtlewatch.com;242;ACTIVE;9;Because of sand build up she went over the fence into the construction zone then returned the same way.;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;67;http://1-dot-static-sentinel-567.appspot.com/web/image/242/ddedffb6-2a38-4ea5-a02e-445c0de8c5f6.jpg;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;BB;27.46032979;-82.69760323;;NO;YES;NO;NO;fence;NO;OPEN_BEACH;0;901 Gulf Dr S;0.0;0.0;0;0;0.0;0.0;0;0;10;0;0;NO;Marv;NO;0;LOGGERHEAD;;FALSE_CRAWL;1470801600000;;NO
NO;section8@islandturtlewatch.com;243;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1472184000000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;high tide;1496894400000;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;YES;;UNSET_REASON;0;0;0;1472443200000;74;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;95;0;BB;27.46384313;-82.69891884;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;308 Gulf Dr South;0.0;0.0;0;0;0.0;0.0;0;0;75;0;18;NO;Janet;NO;0;LOGGERHEAD;;NEST_VERIFIED;1467604800000;;NO
NO;section9@islandturtlewatch.com;279;ACTIVE;13;Crawl went over a groin after nesting.;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;colin;1465185600000;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/279/93a26a6b-41ba-4ca8-8ef9-5b264fbc7b18.jpg;;;;;;;;NO;;0;0;0;NO;Washout by TS Colin on 06/06/2016;OTHER;0;0;0;0;0;BEFORE_PREDITATION;1462939200000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;60;0;BB;27.45620168;-82.6955044;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;8 yds north LG # 1;0.0;0.0;0;0;0.0;0.0;0;0;60;0;1;NO;Heather;NO;0;LOGGERHEAD;;NEST_VERIFIED;1462939200000;;NO
NO;section9@islandturtlewatch.com;280;ACTIVE;16;remove cage to use elsewhere ;NO;NO;;;NO;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;Colin ;1465185600000;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;YES;;0;0;0;YES;;UNSET_REASON;0;0;0;1469592000000;94;BEFORE_PREDITATION;1463198400000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;96;0;BB;27.45233735;-82.69393999;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;1\2 way between LG #3 and LG#4;0.0;0.0;0;0;0.0;0.0;0;0;114;0;2;NO;elsa and Janet;NO;0;LOGGERHEAD;;NEST_VERIFIED;1463198400000;;NO
NO;section9@islandturtlewatch.com;281;ACTIVE;2;;NO;YES;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;75;0;BB;27.45577908;-82.69541371;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;75ft south of LGS 1;0.0;0.0;0;0;0.0;0.0;0;0;36;0;0;NO;heather;NO;0;LOGGERHEAD;;FALSE_CRAWL;1463544000000;;NO
NO;section9@islandturtlewatch.com;282;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;200;0;BB;27.45487021;-82.69499597;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;LGS#1;0.0;0.0;0;0;0.0;0.0;0;0;75;0;0;NO;Heather;NO;0;LOGGERHEAD;;FALSE_CRAWL;1463544000000;;NO
NO;section9@islandturtlewatch.com;283;ACTIVE;11;cage removed Sunday for nest#73 ;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1469073600000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;1;0;YES;;UNSET_REASON;78;0;0;1469419200000;0;UNSET_REASON;1463544000000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;BB;27.44522692;-82.69079593;;NO;NO;NO;NO;;NO;AT_VEGITATION;0;south of lgs no 7 about 165 yds;0.0;0.0;0;0;0.0;0.0;0;0;250;0;3;NO;Heather;NO;0;LOGGERHEAD;;NEST_VERIFIED;1463544000000;;NO
NO;section9@islandturtlewatch.com;284;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;120;0;BB;27.44740655;-82.69215414;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;southern rest room;0.0;0.0;0;0;0.0;0.0;0;0;60;0;0;NO;Heather;NO;0;LOGGERHEAD;;FALSE_CRAWL;1463544000000;;NO
NO;section9@islandturtlewatch.com;285;ACTIVE;5;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;62;0;BB;27.44508027;-82.69099732;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;100 north of jetty;0.0;0.0;0;0;0.0;0.0;0;0;45;0;0;NO;Heather;NO;0;LOGGERHEAD;;FALSE_CRAWL;1463544000000;;NO
NO;section9@islandturtlewatch.com;286;ACTIVE;8;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;1469592000000;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;Colin ;1465185600000;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/286/07e17cdc-0714-43b8-9c27-4dbfe0dc5393.jpg;;;;;;;;NO;;0;1;0;YES;;UNSET_REASON;37;0;0;1469851200000;49;BEFORE_PREDITATION;1463976000000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;100;0;BB;27.44615441;-82.69132124;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;south of LGS # 7;0.0;0.0;0;0;0.0;0.0;0;0;300;0;4;NO;amy;NO;0;LOGGERHEAD;;NEST_VERIFIED;1463630400000;;NO
NO;section9@islandturtlewatch.com;288;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;200;0;BB;27.45259181;-82.69423467;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;100 ft south of LG Station # 3;0.0;0.0;0;0;0.0;0.0;0;0;80;0;0;NO;jen and  elsa;NO;0;LOGGERHEAD;;FALSE_CRAWL;1463803200000;;NO
NO;section9@islandturtlewatch.com;289;ACTIVE;1;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;230;0;BB;27.44802208;-82.692401;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;80 yds south of lg#6;0.0;0.0;0;0;0.0;0.0;0;0;60;0;0;NO;George bb  ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1463889600000;;NO
NO;section9@islandturtlewatch.com;290;ACTIVE;3;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Colin ;1465185600000;;;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/290/35d51738-6579-47e5-93a1-e8ffffd149d9.jpg;;;;;;;;NO;;0;0;0;NO;Washout by TS Colin on 06/06/2016;OTHER;0;0;0;0;0;BEFORE_PREDITATION;1463889600000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;235;0;BB;27.45157027;-82.69396337;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;90 yds North of Lg#4;0.0;0.0;0;0;0.0;0.0;0;0;51;0;5;NO;George;NO;0;LOGGERHEAD;;NEST_VERIFIED;1463889600000;;NO
NO;section9@islandturtlewatch.com;291;ACTIVE;7;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;Colin ;1465185600000;;;;;;;;;;;;;;;;;;;;;0;http://1-dot-static-sentinel-567.appspot.com/web/image/291/2396edef-d2fd-4972-9a31-b61822c16218.jpg;;;;;;;;NO;;0;0;0;YES;eggs packed in too hard to get out;UNSET_REASON;0;0;0;1470196800000;92;BEFORE_PREDITATION;1463889600000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;60;0;BB;27.4552561;-82.6951727;;NO;NO;NO;NO;;NO;ON_ESCARPMENT;0;100 yds north of 1st rest room;0.0;0.0;0;0;0.0;0.0;0;0;75;0;6;NO;George;NO;0;LOGGERHEAD;;NEST_VERIFIED;1463889600000;;NO
NO;section9@islandturtlewatch.com;292;ACTIVE;2;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;0;0;BB;27.45662809;-82.69564307;;NO;NO;NO;NO;;NO;IN_VEGITATION;0;60 yds north of LG station 1;0.0;0.0;0;0;0.0;0.0;0;0;105;0;0;NO;Maria ;NO;0;LOGGERHEAD;;FALSE_CRAWL;1464062400000;;NO
NO;section9@islandturtlewatch.com;293;ACTIVE;1;   ;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;YES;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;;0;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;NO;;0;0;0;NO;;UNSET_REASON;0;0;0;0;0;UNSET_REASON;0;UNSET_TYPE;0.0;0.0;0;0;;UNSET_REASON;0;NO;265;0;BB;27.44837349;-82.6927756;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;10 yds south of Lg#6;0.0;0.0;0;0;0.0;0.0;0;0;63;0;0;NO;Amy;NO;0;LOGGERHEAD;;FALSE_CRAWL;1464235200000;;NO
NO;section9@islandturtlewatch.com;294;ACTIVE;10;;NO;NO;;;YES;0;;NO;NO;NO;0;YES;0;;;;;;;NO;NO;NO;0;NO;;0;NO;NO;0;NO;;;;;ALL;NO;;;0;UNKOWN;NO;0;Colin ;1465185600000;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;NO;;0;0;0;NO;Washout by TS Colin on 06/06/2016;OTHER;0;0;0;0;0;BEFORE_PREDITATION;1464321600000;SELF_RELEASING_CAGE;0.0;0.0;0;0;;UNSET_REASON;0;NO;240;0;BB;27.44649732;-82.69172555;;NO;NO;NO;NO;;NO;OPEN_BEACH;0;20 yds north of LG 7;0.0;0.0;0;0;0.0;0.0;0;0;88;0;7;NO;Dave;NO;0;LOGGERHEAD;;NEST_VERIFIED;1464321600000;;NO
